město;nazev;datum
Brno;HPS 2023 NEM.;2024-05-03
Brno;HPS 2022 NEM.;2024-05-03
Brno;HPS 2022 NEM.;2024-05-03
Brno;HPS 2022 TP;2024-05-03
Brno;HPS 2022 TP;2024-05-03
Brno;Seznam nalezených věcí ke zveřejnění v týdnu od 29.4.2024 do 3.05.2024;2024-05-03
Brno;VŘ 082/2024 OÚPSŘ stavební technik;2024-05-03
Brno;ŽP/19273/24/HPS;2024-05-02
Brno;zveřejnění volných bytů MČ Brno -střed;2024-05-02
Brno;ŽP/19276/24/HPS;2024-05-02
Brno;ŽP/19275/24/HPS;2024-05-02
Brno;ŽP/19274/24/HPS;2024-05-02
Brno;Veřejná vyhláška, žádost o doručení veřejnou vyhláškou;2024-04-30
Brno;009 EX 97/10-297-;2024-04-30
Brno;ŽP/19265/HPS;2024-04-30
Brno;ŽP/18158/HPS;2024-04-30
Brno;ŽP/18157/HPS;2024-04-30
Brno;HPS 2021 NEM.;2024-04-30
Brno;HPS 2023 TP;2024-04-30
Brno;VŘ 062/2024 ORGO právník - prodloužení termínu pro podání přihlášek;2024-04-30
Brno;VV  ŽP/19268/24/HPS/23/ZLH;2024-04-30
Brno;VV  ŽP/17135/24/HPS/21/ZLH;2024-04-30
Brno;ŽP/19272/24/HPS;2024-04-30
Brno;ŽP/18159/24/HPS;2024-04-30
Brno;ŽP/19271/24/HPS;2024-04-30
Brno;ŽP/19270/24/HPS;2024-04-30
Brno;ŽP/19269/24/HPS;2024-04-30
Brno;ŽP1926724HPS;2024-04-30
Brno;Usnesení SE - FILOUŠOVÁ KATEŘINA;2024-04-29
Brno;Galerie_Sibiř_Smlouva_Tesařík;2024-04-29
Brno;VV ŽP/17133/24/HPS;2024-04-29
Brno;VV  ŽP/17132/24/HPS;2024-04-29
Brno;129EX 2735/21-55 DV;2024-04-29
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Padrta;2024-04-29
Brno;HPS 2023 TP;2024-04-29
Brno;Veřejná vyhláška, nOOP, Návrh místní úpravy provozu ul. Schwaigrova, Tuháčkova, Brno, PK - MK III;2024-04-29
Brno;návrh OOP - ul. Chironova;2024-04-29
Brno;návrh OOP - ul. Okružní;2024-04-29
Brno;VMO Tomkovo náměstí, Dukelská třída, Valchařská - signály S15 návrh stanovení;2024-04-29
Brno;ŽP/18156/24/HPS;2024-04-26
Brno;ŽP/18155/24/HPS;2024-04-26
Brno;ŽP/17129/24/HPS;2024-04-26
Brno;Oznámení o přerušení dodávky elektrické energie;2024-04-26
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kuksová;2024-04-26
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kuksová;2024-04-26
Brno;návrh OOP - ul. Troubská;2024-04-26
Brno;169EX 829/21-370 DVMV;2024-04-26
Brno;169EX 829/21-371 DVMV;2024-04-26
Brno;169EX 829/21-369 DVMV;2024-04-26
Brno;169EX 829/21-368 DVMV;2024-04-26
Brno;Seznam nalezených věcí ke zveřejnění v týdnu od 22.4.2024 do 26.4.2024.;2024-04-26
Brno;ŽP/17131/24/HPS;2024-04-26
Brno;ŽP/17130/24/HPS;2024-04-26
Brno;Návrh opatření obecné povahy,návrh stanovení místní úpravy provozu na PK-ul.Tomkovo n.-Rokytova,Brno;2024-04-26
Brno;ŽP/19263/24/HPS;2024-04-25
Brno;ŽP/18154/24/HPS;2024-04-25
Brno;ŽP/17128/24/HPS;2024-04-25
Brno;DV 24DR000267;2024-04-25
Brno;Pronájem nebytového prostoru v budově Vondrákova 760/9, k. ú. Bystrc;2024-04-24
Brno;Porovnani vsech polozek vypoctu cen pro vodne a stocne za kalendarni rok 2023;2024-04-24
Brno;006 EX 398/23-76-Dražební vyhláška,77-Žádost;2024-04-24
Brno;Oznámení o přerušení dodávky elektrické energie;2024-04-18
Brno;Oznámení podle § 19 odst. 2 zákona č. 194/2010 Sb., o veřejných službách v přepravě cestujících;2024-04-18
Brno;Žádost o součinnost ohlašoven;2024-04-18
Brno;B345_p429_22-Moravanská- vyhláška;2024-04-17
Brno;164 EX 1848/23-257-Dražební vyhláška NV,258-Dražební vyhláška NV;2024-04-17
Brno;Dražební vyhláška - pozemky Kuřim;2024-04-16
Brno;Šimon_Kadlčák_Zaazrak/Dornych_smlouva_o_dotaci;2024-04-15
Brno;009 EX 1157/23-31-;2024-04-12
Brno;009 EX 644/21-97-;2024-04-12
Brno;"030 EX 28427/15 -173 Dražební vyhláška;";2024-04-10
Brno;"030 EX 6016/18 -135 Dražební vyhláška;";2024-04-10
Brno;007/2024-D_Dražební vyhláška;2024-04-03
Brno;Výzva ke zjednání nápravy, vrak Alfa Romeo GME-7013 (HU), Slaměníkova;2024-04-03
Brno;006/2024-D Dražební vyhláška;2024-03-28
Brno;Galerie Umakart - Smlouva o dotaci;2024-03-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Soukup;2024-03-26
Brno;"030 EX 21391/13 -207 Usnesení;";2024-03-25
Brno;Komorní cyklus souboru Ensemble Frizzante;2024-03-21
Brno;"030 EX 21391/13 -207 Usnesení;";2024-03-20
Brno;"030 EX 21391/13 -194 Dražební vyhláška;";2024-03-04
Brno;"030 EX 21391/13 -194 Dražební vyhláška;";2024-03-01
Brno;Smlouva č. 5424091144 o poskytnutí individuální neinvestiční dotace z rozpočtu SMB;2024-02-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Vlasáková;2024-02-22
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Vlasáková;2024-02-22
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Skříšovská;2024-02-22
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Machálková;2024-02-22
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Lemanová;2024-02-22
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Waidhofer;2024-02-22
Brno;Výroční zpráva statutárního města Brna o poskytování informací za rok 2023;2024-02-19
Brno;8-115 Oznámení obci o revizi (Obeslání);2024-02-19
Brno;Harmonogram výkopových prací;2024-02-14
Brno;smlouva č. 5624090657 - zveřejnění na ÚD;2024-02-13
Brno;Žádost o zveřejnění předkládání návrhů na udělení CMB pro rok 2024 na úřední desce;2024-02-12
Brno;Obecné obeslání k.ú.Zábrdovice, p.č.340, 341/1, 2, RO-2/2023-702;2024-02-05
Brno;8-147 Obecné obeslání (Obeslání);2024-01-29
Brno;Žádost o vyhlášení popisu věci;2024-01-24
Brno;8-115 Oznámení obci o revizi (Obeslání);2024-01-18
Brno;OZNÁMENÍ K OHLAŠOVACÍ POVINNOSTI POPLATKU ZA KOMUNÁLNÍ ODPAD;2024-01-12
Brno;Oznámení a výzva ve věci kanalizace pro veřejnou potřebu Olomoucká;2024-01-09
Brno;Dotační program Podpora využití srážkové vody;2024-01-02
Brno;Dotační program Podpora vytváření zelených střech;2024-01-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Hrouzek;2023-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kocian;2023-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kocian;2023-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Křetínský;2023-12-01
Brno;zveřejnění na ÚD - dotační smlouva;2023-11-27
Brno;PODPORA NÁKUPU ELEKTRONICKÉ NEPŘENOSNÉ PŘEDPLATNÍ JÍZDENKY MHD 2024;2023-11-09
Brno;Výzva k podání žádostí o dotace - PROGRAM: Podpora významných sportovních akcí ve městě Brně 2024;2023-11-06
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Ekl;2023-11-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Singer;2023-11-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Deiss;2023-11-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Žáková;2023-11-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Bayerová;2023-11-02
Brno;8-147 Obecné obeslání (Obeslání);2023-10-09
Brno;8-147 Obecné obeslání (Obeslání);2023-10-09
Brno;Výzva k podání žádostí o dotace - PROGRAM: Podpora sportovních odvětví pro rok 2024;2023-10-04
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Koblížek;2023-10-03
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Urbánek;2023-10-03
Brno;zveřejnění na ÚD - dotační smlouva;2023-09-18
Brno;8-147 Obecné obeslání (Obeslání);2023-09-15
Brno;8-147 Obecné obeslání (Obeslání);2023-09-13
Brno;OPP MMB - dotace z rozpočtu města Brna 2023 -Neumannova 10 - oprava balkonu;2023-08-07
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Sedláková;2023-07-21
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kelblová;2023-07-21
Brno;zveřejnění na ÚD - dodatek k dotační smlouvě;2023-06-28
Brno;zveřejnění na ÚD - dodatek k dotační smlouvě;2023-06-28
Brno;zveřejnění na ÚD - dodatek k dotační smlouvě;2023-06-28
Brno;Dotační smlouva č. 5423093215 - Zastávka Antonínská směr do centra;2023-06-28
Brno;Dotační smlouva č. 5423093214 - Zastávka Pionýrská směr z centra;2023-06-28
Brno;Dotační smlouva č. 5423093213 - Výstavba měnírny Bělohorská;2023-06-28
Brno;Dotační programy v oblasti kultury na rok 2024;2023-06-22
Brno;Smlouva o poskytnutí dotace z rozpočtu města Brna, uzavíraná s Povodím Moravy, s. p.;2023-06-19
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Hošek;2023-05-31
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Linhárek;2023-05-31
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kianičková;2023-05-15
Brno;Smlouva o poskytnutí dotace - Ing. Jan Tesařík - Galerie Sibiř;2023-04-24
Brno;Smlouva o poskytnutí dotace - Milan Houser Atlas;2023-04-20
Brno;Smlouva o poskytnutí dotace - Jarmil Škop Etno;2023-04-20
Brno;Zveřejnění smlouvy - 39V_Kadlčák;2023-04-19
Brno;8-115 Oznámení obci o revizi (Obeslání);2023-03-31
Brno;Smlouva o poskytnutí dotace - Jakub Štrba;2023-03-27
Brno;Smlouva č. 5423091672 o poskytnutí individuální neinvestiční dotace z rozpočtu města Brna;2023-03-13
Brno;Smlouva o poskytnutí dotace - Jakub Štrba;2023-03-09
Brno;8-115 Oznámení obci o revizi (Obeslání);2023-03-02
Brno;Výroční zpráva statutárního města Brna o poskytování informací za rok 2022;2023-02-15
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Procházka;2023-02-10
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Pasz;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Jelínková;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Shpilka;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Dvořák;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Komárek;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Vochta;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Zemánek;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Ventruba;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Ulman;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Němec;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kelbl;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Fráňová;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Wainerová;2023-02-09
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Slatinský;2023-02-09
Brno;8-124 Oznámení obci o zahájení (Obeslání);2022-12-21
Brno;8-121 Oznámení obci (Obeslání);2022-12-06
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kouřil;2022-12-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Fiala;2022-12-02
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Martinů;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Soukal;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Vacek;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Labus;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Daňková;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Chovanec;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Punarová;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Bogdan;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Hulán;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Liška;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Henni;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Sapák;2022-12-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Bednář;2022-10-14
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Staňková;2022-10-14
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Fiala;2022-10-14
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Šimon;2022-10-14
Brno;Svolání ZMB č. Z9/01;2022-10-13
Brno;Dodatek 1 ke smlouvě 5422092743;2022-10-12
Brno;Veřejná vyhláška, OOP, stanovení PDZ - Vojtova (demolice objektu);2022-10-05
Brno;Veřejná vyhláška, OOP, stanovení PDZ - Cejl 62 (STAVEBNÍ ZÁBOR - STÁNÍ AUTOJEŘÁBU BRNO);2022-10-05
Brno;Milénova 3, p.p.č. 222 k.ú. Lesná-st. úpravy bytu č. 127/18  BD -odv.proti obnovení předešl.stavu;2022-10-04
Brno;Veř. vyhláška PDZ ul. Hatě Brno - Ivanovice;2022-10-04
Brno;Veř. vyhláška PDZ Modřická - souvislá údržba chodníku;2022-10-04
Brno;Sabinova 1, p.p.č. 5274/100....k.ú. Žabovřesky - st. BD - odv. proti ÚR;2022-10-04
Brno;V.V. PDZ - Pluháčkova - splašková kanalizace včetně přípojek;2022-10-04
Brno;Veř. vyhláška PDZ Ptašínského 5 pokádka kabelu nízkého napětí;2022-10-04
Brno;V.V. PDZ novostavba objektu ul.Vídeňská 224-6;2022-10-04
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Chudáčková;2022-09-21
Brno;návrh OOP - ul. Kleštínek;2022-09-20
Brno;Veřejná vyhláška, návrh OOP, Návrh místní úpravy provozu na PK - MK IV, ul. Táborského nábřeží, Brno;2022-09-20
Brno;Návrh místní úpravy provozu - doplnění OPS 1-11 motorky a koloběžky Vodní, Kopečná;2022-09-20
Brno;Charbulova, 1985,...k.ú. Černovice - BD Charbulova, 30 A 43/2022-42 vyvěšení výzvy KS Brno;2022-09-19
Brno;Dodatek č. 1 ke smlouvě 5422091854 - úřední deska;2022-09-15
Brno;zveřejnění na ÚD - dodatek k dotační smlouvě;2022-08-19
Brno;zveřejnění na ÚD - dotační smlouva;2022-08-19
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Thálová;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kuchta;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Chládková;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Zálešák;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Řeháková;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Žák;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Žáková;2022-07-27
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Vincourová;2022-07-27
Brno;OPP MMB - dotace 2022 - Kozí 9/Běhounská 12 - oprava fasády Běhounská;2022-07-22
Brno;OPP MMB - dotace 2022 - Panská 2/4 - obnova ul. fasády Panská 2/4;2022-07-22
Brno;zveřejnění na ÚD - dotační smlouva;2022-07-12
Brno;dodatek č. 1 ke smlouvě - vyvěšení na ÚD;2022-07-08
Brno;Sdělení BO MMB - Soutěž Pilotního projektu spolkového bydlení, Brno-Zábrdovice, ulice Cejl;2022-07-04
Brno;Dotační smlouva 5420093063 dodatek 2 Projektová dokumentace DUSP;2022-06-29
Brno;Dotační smlouva 5421093057 dodatek 2 Zastávky Podvéská;2022-06-29
Brno;Dotační smlouva 5422093258 Zastávka Pionýrská;2022-06-29
Brno;Dotační smlouva 5422093261 Zastávka Šumavská;2022-06-29
Brno;Dotační smlouva 5420093980 dodatek 3 VMO Tomkovo náměstí;2022-06-29
Brno;Dotační smlouva TSB - Mendlák - zveřejnění na ÚD;2022-06-13
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Hejtmánek;2022-06-08
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Šustek;2022-06-08
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Kubíček;2022-06-08
Brno;Smlouva č. 5422092743 o poskytnutí individuální investiční dotace z rozpočtu SMB;2022-05-24
Brno;Smlouva č. 5422092741 o poskytnutí individuální investiční dotace z rozpočtu SMB;2022-05-24
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Černocký;2022-05-04
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Vandenweghe;2022-05-04
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Hološ;2022-05-04
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Fialová;2022-05-04
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Talafous;2022-05-04
Brno;smlouva č. 5622092186 - zveřejnění na ÚD;2022-04-27
Brno;Zveřejnění dotační smlouvy TJ Sokol;2022-04-27
Brno;Smlouva č. 5422091856 o poskytnutí dotace z rozpočtu SMB;2022-04-25
Brno;Smlouva o poskytnutí dotace Městská galerie - malby;2022-04-22
Brno;Smlouva č. 5422091854 o poskytnutí dotace z rozpočtu SMB DSO Časnýř;2022-04-22
Brno;Soutěžní podmínky - Soutěž pilotního projektu spolkového bydlení, Brno-Zábrdovice, ulice Cejl;2022-04-21
Brno;Smlouva č. 5422091855 o poskytnutí dotací z rozpočtu SMB;2022-04-21
Brno;Smlouva o poskytnutí dotace - Galerie Tesařík;2022-04-14
Brno;zveřejnění na ÚD - dotační smlouva;2022-03-25
Brno;Smlouva o poskytnutí dotace z rozpočtu statutárního města Brna č. 5622091012;2022-03-25
Brno;Šimon Kadlčák - smlouva Zaazrak/Dornych;2022-03-17
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Nekula;2022-03-09
Brno;Smlouva_Festival_Plácek;2022-03-03
Brno;Smlouva Hudební festival Etno Brno;2022-03-02
Brno;dodatek č. 2 ke smlouvy č. 5620093991 (240/2020) - vyvěšení na ÚD;2022-03-01
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Dočekalová;2022-02-10
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Ondruš;2022-02-10
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Procházka;2022-02-10
Brno;Smlouva o poskytnutí účelové investiční dotace z rozpočtu města Brna - Šalomon;2022-02-10
